instance_id,user_query,model,examples_used,predicted_tables_and_columns,raw_output,predicted_tables_fq,predicted_columns_fq,example_selection,timestamp,eval_tables_precision,eval_tables_recall,eval_tables_f1,eval_columns_precision,eval_columns_recall,eval_columns_f1
local068,"Calculate the number of new cities inserted in April, May, and June for each year from 2021 to 2023. For each month, compute the cumulative running total of cities added for that specific month across the years up to and including the given year (i.e., sum the counts of that month over the years). Additionally, calculate the year-over-year growth percentages for both the monthly total and the running total for each month, comparing each year to the previous year. Present the results only for 2022 and 2023, listing the year, the month, the total number of cities added in that month, the cumulative running total for that month, and the year-over-year growth percentages for both the monthly total and the running total. Use the data from 2021 solely as a baseline for calculating growth rates, and exclude it from the final output.",azure/o3,,,,cities;legislation_date_dim,cities.city_id;cities.insert_date;legislation_date_dim.date;legislation_date_dim.month_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:18:06,,,,,,
local073,"For each pizza order, please list a single result row containing the row ID, order ID, customer ID, pizza name, and the final set of ingredients. The final set of ingredients should be determined by taking the standard toppings from the pizza’s recipe, removing any toppings specified as exclusions, then adding any toppings specified as extras. The resulting ingredients must be presented in alphabetical order, prefixed by ‘2x’ if the same ingredient appears multiple times (for example, if both standard and extra or added multiple times), and concatenated into a string that begins with the pizza name followed by ‘: ’. Group by row ID, order ID, pizza name, and order time so that each order appears once, and return the listing of toppings in ascending order by row ID, ensuring that ‘Meatlovers’ pizzas receive a pizza_id of 1 while all others receive a pizza_id of 2.",azure/o3,,,,pizza_customer_orders;pizza_get_exclusions;pizza_get_extras;pizza_names;pizza_recipes;pizza_toppings,pizza_customer_orders.customer_id;pizza_customer_orders.exclusions;pizza_customer_orders.extras;pizza_customer_orders.order_id;pizza_customer_orders.order_time;pizza_customer_orders.pizza_id;pizza_get_exclusions.exclusions;pizza_get_exclusions.order_id;pizza_get_exclusions.row_id;pizza_get_extras.extras;pizza_get_extras.order_id;pizza_get_extras.row_id;pizza_names.pizza_id;pizza_names.pizza_name;pizza_recipes.pizza_id;pizza_recipes.toppings;pizza_toppings.topping_id;pizza_toppings.topping_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:18:49,,,,,,
local066,"Based on our customer pizza order information, summarize the total quantity of each ingredient used in the pizzas we delivered. Output the name and quantity for each ingredient.",azure/o3,,,,pizza_clean_customer_orders;pizza_clean_runner_orders;pizza_recipes;pizza_toppings,pizza_clean_customer_orders.exclusions;pizza_clean_customer_orders.extras;pizza_clean_customer_orders.order_id;pizza_clean_customer_orders.pizza_id;pizza_clean_runner_orders.cancellation;pizza_clean_runner_orders.order_id;pizza_recipes.pizza_id;pizza_recipes.toppings;pizza_toppings.topping_id;pizza_toppings.topping_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:19:31,,,,,,
local065,Calculate the total income from Meat Lovers pizzas priced at $12 and Vegetarian pizzas at $10. Include any extra toppings charged at $1 each. Ensure that canceled orders are filtered out. How much money has Pizza Runner earned in total?,azure/o3,,,,pizza_customer_orders;pizza_get_extras;pizza_names;pizza_runner_orders,pizza_customer_orders.order_id;pizza_customer_orders.pizza_id;pizza_get_extras.extras_count;pizza_get_extras.order_id;pizza_names.pizza_id;pizza_names.pizza_name;pizza_runner_orders.cancellation;pizza_runner_orders.order_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:20:16,,,,,,
local074,"Please generate a summary of the closing balances at the end of each month for each customer transactions, show the monthly changes and monthly cumulative bank account balances. Ensure that even if a customer has no account activity in a given month, the balance for that month is still included in the output.",azure/o3,,,,customer_transactions,customer_transactions.customer_id;customer_transactions.txn_amount;customer_transactions.txn_date;customer_transactions.txn_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:21:11,,,,,,
local064,"For each customer and each month of 2020, first calculate the month-end balance by adding all deposit amounts and subtracting all withdrawal amounts that occurred during that specific month. Then determine which month in 2020 has the highest count of customers with a positive month-end balance and which month has the lowest count. For each of these two months, compute the average month-end balance across all customers and provide the difference between these two averages",azure/o3,,,,customer_transactions,customer_transactions.customer_id;customer_transactions.txn_amount;customer_transactions.txn_date;customer_transactions.txn_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:22:02,,,,,,
local297,"For each customer, group all deposits and withdrawals by the first day of each month to obtain a monthly net amount, then calculate each month’s closing balance by cumulatively summing these monthly nets. Next, determine the most recent month’s growth rate by comparing its closing balance to the prior month’s balance, treating deposits as positive and withdrawals as negative, and if the previous month’s balance is zero, the growth rate should be the current month’s balance multiplied by 100. Finally, compute the percentage of customers whose most recent month shows a growth rate of more than 5%.",azure/o3,,,,customer_transactions,customer_transactions.customer_id;customer_transactions.txn_amount;customer_transactions.txn_date;customer_transactions.txn_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:22:49,,,,,,
local298,"For each month, calculate the total balance from all users for the previous month (measured as of the 1st of each month), replacing any negative balances with zero. Ensure that data from the first month is used only as a baseline for calculating previous total balance, and exclude it from the final output. Sort the results in ascending order by month. ",azure/o3,,,,customer_transactions,customer_transactions.customer_id;customer_transactions.txn_amount;customer_transactions.txn_date;customer_transactions.txn_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:23:32,,,,,,
local299,"For a bank database with customer transactions, calculate each customer's daily running balance (where deposits add to the balance and other transaction types subtract). For each customer and each day, compute the 30-day rolling average balance (only after having 30 days of data, and treating negative averages as zero). Then group these daily averages by month and find each customer's maximum 30-day average balance within each month. Sum these maximum values across all customers for each month. Consider the first month of each customer's transaction history as the baseline period and exclude it from the final results, presenting monthly totals of these summed maximum 30-day average balances.",azure/o3,,,,customer_transactions,customer_transactions.customer_id;customer_transactions.txn_amount;customer_transactions.txn_date;customer_transactions.txn_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:24:11,,,,,,
local300,"For each customer, calculate their daily balances for every day between their earliest and latest transaction dates, including days without transactions by carrying forward the previous day's balance. Treat any negative daily balances as zero. Then, for each month, determine the highest daily balance each customer had during that month. Finally, for each month, sum these maximum daily balances across all customers to obtain a monthly total.",azure/o3,,,,customer_transactions,customer_transactions.customer_id;customer_transactions.txn_amount;customer_transactions.txn_date;customer_transactions.txn_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:24:59,,,,,,
local075,"Can you provide a breakdown of how many times each product was viewed, how many times they were added to the shopping cart, and how many times they were left in the cart without being purchased? Also, give me the count of actual purchases for each product. Ensure that products with a page id in (1, 2, 12, 13) are filtered out.",azure/o3,,,,shopping_cart_event_identifier;shopping_cart_events;shopping_cart_page_hierarchy,shopping_cart_event_identifier.event_name;shopping_cart_event_identifier.event_type;shopping_cart_events.event_type;shopping_cart_events.page_id;shopping_cart_events.visit_id;shopping_cart_page_hierarchy.page_id;shopping_cart_page_hierarchy.product_category;shopping_cart_page_hierarchy.product_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:25:52,,,,,,
local077,"Please analyze our interest data from September 2018 to August 2019. For each month, calculate the average composition for each interest by dividing the composition by the index value. Identify the interest with the highest average composition value each month and report its average composition as the max index composition for that month. Compute the three-month rolling average of these monthly max index compositions. Ensure the output includes the date, the interest name, the max index composition for that month, the rolling average, and the names and max index compositions of the top interests from one month ago and two months ago.",azure/o3,,,,interest_map;interest_metrics,interest_map.id;interest_map.interest_name;interest_metrics._month;interest_metrics._year;interest_metrics.composition;interest_metrics.index_value;interest_metrics.interest_id;interest_metrics.month_year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:26:26,,,,,,
local078,"Identify the top 10 and bottom 10 interest categories based on their highest composition values across all months. For each category, display the time(MM-YYYY), interest name, and the composition value",azure/o3,,,,interest_map;interest_metrics,interest_map.id;interest_map.interest_name;interest_metrics.composition;interest_metrics.interest_id;interest_metrics.month_year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:27:11,,,,,,
local081,"Considering only the customers who placed orders in 1998, calculate the total amount each customer spent by summing the unit price multiplied by the quantity of all products in their orders, excluding any discounts. Assign each customer to a spending group based on the customer group thresholds, and determine how many customers are in each spending group and what percentage of the total number of customers who placed orders in 1998 each group represents.",azure/o3,,,,customergroupthreshold;customers;order_details;orders,customergroupthreshold.groupname;customergroupthreshold.rangebottom;customergroupthreshold.rangetop;customers.companyname;customers.customerid;order_details.orderid;order_details.quantity;order_details.unitprice;orders.customerid;orders.orderdate;orders.orderid,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:27:45,,,,,,
local085,"Among employees who have more than 50 total orders, which three have the highest percentage of late orders, where an order is considered late if the shipped date is on or after its required date? Please list each employee's ID, the number of late orders, and the corresponding late-order percentage.",azure/o3,,,,employees;orders,employees.employeeid;orders.employeeid;orders.requireddate;orders.shippeddate,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:28:21,,,,,,
local096,"For each year, calculate the percentage of films that had exclusively female actors (meaning no male actors and no actors with unknown/unspecified gender). Consider actors with gender marked as 'Male' or 'None' as non-female. For the results, display the year, the total number of movies in that year, and the percentage of movies with exclusively female actors. Extract the year from the Movie.year field by taking the last 4 characters and converting to a number.",azure/o3,,,,M_Cast;Movie;Person,M_Cast.MID;M_Cast.PID;Movie.MID;Movie.year;Person.Gender;Person.PID,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:28:55,,,,,,
local097,"Could you analyze our data and identify which ten-year period starting from any movie release year present in the data had the largest number of films, considering consecutive ten-year periods beginning at each unique year? Only output the start year and the total count for that specific period.",azure/o3,,,,Movie,Movie.MID;Movie.year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:29:26,,,,,,
local098,"From the first year each actor appeared in a film to the last, how many actors in the database never had a gap longer than three consecutive years without at least one new movie appearance, meaning there is no four-year span anywhere in their active career without at least a single film credit?",azure/o3,,,,M_Cast;Movie;Person,M_Cast.MID;M_Cast.PID;Movie.MID;Movie.year;Person.PID,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:29:48,,,,,,
local099,I need you to look into the actor collaborations and tell me how many actors have made more films with Yash Chopra than with any other director. This will help us understand his influence on the industry better.,azure/o3,,,,M_Cast;M_Director;Person,M_Cast.MID;M_Cast.PID;M_Director.MID;M_Director.PID;Person.Name;Person.PID,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:30:29,,,,,,
local100,"Find out how many actors have a 'Shahrukh number' of 2? This means they acted in a film with someone who acted with Shahrukh Khan, but not directly with him.",azure/o3,,,,M_Cast;Person,M_Cast.MID;M_Cast.PID;Person.Name;Person.PID,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:30:59,,,,,,
local114,"Provide a detailed web sales report for each region, including the number of orders, total sales amount, and the name and sales amount of all sales representatives who achieved the highest total sales amount in that region (include all representatives in case of a tie).",azure/o3,,,,web_accounts;web_orders;web_region;web_sales_reps,web_accounts.id;web_accounts.sales_rep_id;web_orders.account_id;web_orders.id;web_orders.total_amt_usd;web_region.id;web_region.name;web_sales_reps.id;web_sales_reps.name;web_sales_reps.region_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:32:01,,,,,,
local128,"List the bowlers (including their ID, first name, and last name), match number, game number, handicap score, tournament date, and location for only those bowlers who have won games with a handicap score of 190 or less at all three venues: Thunderbird Lanes, Totem Lanes, and Bolero Lanes. Only include the specific game records where they won with a handicap score of 190 or less at these three locations.",azure/o3,,,,Bowler_Scores;Bowler_Scores_Archive;Bowlers;Tournaments;Tournaments_Archive;Tourney_Matches;Tourney_Matches_Archive,Bowler_Scores.BowlerID;Bowler_Scores.GameNumber;Bowler_Scores.HandiCapScore;Bowler_Scores.MatchID;Bowler_Scores.WonGame;Bowler_Scores_Archive.BowlerID;Bowler_Scores_Archive.GameNumber;Bowler_Scores_Archive.HandiCapScore;Bowler_Scores_Archive.MatchID;Bowler_Scores_Archive.WonGame;Bowlers.BowlerFirstName;Bowlers.BowlerID;Bowlers.BowlerLastName;Tournaments.TourneyDate;Tournaments.TourneyID;Tournaments.TourneyLocation;Tournaments_Archive.TourneyDate;Tournaments_Archive.TourneyID;Tournaments_Archive.TourneyLocation;Tourney_Matches.MatchID;Tourney_Matches.TourneyID;Tourney_Matches_Archive.MatchID;Tourney_Matches_Archive.TourneyID,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:32:44,,,,,,
local130,"Could you provide a list of last names for all students who have completed English courses (where completion is defined as having a ClassStatus of 2), along with their quintile ranks based on their individual grades in those courses? The quintile should be determined by calculating how many students have grades greater than or equal to each student's grade, then dividing this ranking by the total number of students who completed English courses. The quintiles should be labeled as ""First"" (top 20%), ""Second"" (top 21-40%), ""Third"" (top 41-60%), ""Fourth"" (top 61-80%), and ""Fifth"" (bottom 20%). Please sort the results from highest performing quintile to lowest (First to Fifth).",azure/o3,,,,Categories;Classes;Student_Schedules;Students;Subjects,Categories.CategoryDescription;Categories.CategoryID;Classes.ClassID;Classes.SubjectID;Student_Schedules.ClassID;Student_Schedules.ClassStatus;Student_Schedules.Grade;Student_Schedules.StudentID;Students.StudentID;Students.StudLastName;Subjects.CategoryID;Subjects.SubjectID;Subjects.SubjectName,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:33:32,,,,,,
local131,"Could you list each musical style with the number of times it appears as a 1st, 2nd, or 3rd preference in a single row per style?",azure/o3,,,,Musical_Preferences;Musical_Styles,Musical_Preferences.PreferenceSeq;Musical_Preferences.StyleID;Musical_Styles.StyleID;Musical_Styles.StyleName,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:34:02,,,,,,
local133,"Given a database of musical styles and user preferences, where Musical_Preferences contains user rankings of musical styles (PreferenceSeq=1 for first choice, PreferenceSeq=2 for second choice, PreferenceSeq=3 for third choice): Calculate a weighted score for each musical style by assigning 3 points for each time it was ranked as first choice, 2 points for each second choice, and 1 point for each third choice ranking. Calculate the total weighted score for each musical style that has been ranked by at least one user. Then, compute the absolute difference between each style's total weighted score and the average total weighted score across all such styles.	",azure/o3,,,,Musical_Preferences;Musical_Styles,Musical_Preferences.PreferenceSeq;Musical_Preferences.StyleID;Musical_Styles.StyleID;Musical_Styles.StyleName,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:34:29,,,,,,
local132,"Show all pairs of entertainers and customers who each have up to three style strengths or preferences, where the first and second style preferences of the customers match the first and second style strengths of the entertainers (or in reverse order). Only return the entertainer’s stage name and the customer’s last name",azure/o3,,,,Customers;Entertainer_Styles;Entertainers;Musical_Preferences,Customers.CustLastName;Customers.CustomerID;Entertainer_Styles.EntertainerID;Entertainer_Styles.StyleID;Entertainer_Styles.StyleStrength;Entertainers.EntertainerID;Entertainers.EntStageName;Musical_Preferences.CustomerID;Musical_Preferences.PreferenceSeq;Musical_Preferences.StyleID,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:35:16,,,,,,
local141,"How did each salesperson's annual total sales compare to their annual sales quota? Provide the difference between their total sales and the quota for each year, organized by salesperson and year.",azure/o3,,,,SalesPersonQuotaHistory;salesorderheader,SalesPersonQuotaHistory.BusinessEntityID;SalesPersonQuotaHistory.QuotaDate;SalesPersonQuotaHistory.SalesQuota;salesorderheader.orderdate;salesorderheader.salespersonid;salesorderheader.totaldue,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:35:59,,,,,,
local152,"Can you provide the top 9 directors by movie count, including their ID, name, number of movies, average inter-movie duration (rounded to the nearest integer), average rating (rounded to 2 decimals), total votes, minimum and maximum ratings, and total movie duration? Sort the output first by movie count in descending order and then by total movie duration in descending order.",azure/o3,,,,director_mapping;movies;names;ratings,director_mapping.movie_id;director_mapping.name_id;movies.date_published;movies.duration;movies.id;movies.year;names.id;names.name;ratings.avg_rating;ratings.movie_id;ratings.total_votes,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:36:29,,,,,,
local230,"Determine the top three genres with the most movies rated above 8, and then identify the top four directors who have directed the most films rated above 8 within those genres. List these directors and their respective movie counts.",azure/o3,,,,director_mapping;genre;names;ratings,director_mapping.movie_id;director_mapping.name_id;genre.genre;genre.movie_id;names.id;names.name;ratings.avg_rating;ratings.movie_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:36:49,,,,,,
local156,"Analyze the annual average purchase price per Bitcoin by region, computed as the total dollar amount spent divided by the total quantity purchased each year, excluding the first year's data for each region. Then, for each year, rank the regions based on these average purchase prices, and calculate the annual percentage change in cost for each region compared to the previous year.",azure/o3,,,,bitcoin_members;bitcoin_prices;bitcoin_transactions,bitcoin_members.member_id;bitcoin_members.region;bitcoin_prices.market_date;bitcoin_prices.price;bitcoin_prices.ticker;bitcoin_transactions.member_id;bitcoin_transactions.quantity;bitcoin_transactions.ticker;bitcoin_transactions.txn_date;bitcoin_transactions.txn_id;bitcoin_transactions.txn_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:37:43,,,,,,
local157,"Using the ""bitcoin_prices"" table, please calculate the daily percentage change in trading volume for each ticker from August 1 to August 10, 2021, ensuring that any volume ending in ""K"" or ""M"" is accurately converted to thousands or millions, any ""-"" volume is treated as zero, only non-zero volumes are used to determine the previous day's volume, and the results are ordered by ticker and date.",azure/o3,,,,bitcoin_prices,bitcoin_prices.market_date;bitcoin_prices.ticker;bitcoin_prices.volume,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:38:23,,,,,,
local163,"Which university faculty members' salaries are closest to the average salary for their respective ranks? Please provide the ranks, first names, last names, and salaries.university",azure/o3,,,,university_faculty,university_faculty.FacFirstName;university_faculty.FacLastName;university_faculty.FacNo;university_faculty.FacRank;university_faculty.FacSalary,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:39:02,,,,,,
local168,"Among job postings that specifically have the Data Analyst, require a non-null annual average salary, and are remote, what is the overall average salary when considering only the top three most frequently demanded skills for these positions?",azure/o3,,,,job_postings_fact;skills_dim;skills_job_dim,job_postings_fact.job_id;job_postings_fact.job_location;job_postings_fact.job_title;job_postings_fact.job_title_short;job_postings_fact.job_work_from_home;job_postings_fact.salary_year_avg;skills_dim.skill_id;skills_dim.skills;skills_job_dim.job_id;skills_job_dim.skill_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:39:44,,,,,,
local169,"What is the annual retention rate of legislators who began their first term between January 1, 1917 and December 31, 1999, measured as the proportion of this cohort still in office on December 31st for each of the first 20 years following their initial term start? The results should show all 20 periods in sequence regardless of whether any legislators were retained in a particular year.",azure/o3,,,,legislators_terms,legislators_terms.id_bioguide;legislators_terms.term_end;legislators_terms.term_number;legislators_terms.term_start,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:40:20,,,,,,
local171,"For male legislators from Louisiana, how many distinct legislators were actively serving on December 31 of each year from more than 30 years since their first term up to less than 50 years, grouping the results by the exact number of years elapsed since their first term?",azure/o3,,,,legislation_date_dim;legislators;legislators_terms,legislation_date_dim.date;legislation_date_dim.day_of_month;legislation_date_dim.month_name;legislators.full_name;legislators.gender;legislators.id_bioguide;legislators_terms.id_bioguide;legislators_terms.state;legislators_terms.term_end;legislators_terms.term_start,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:40:59,,,,,,
local167,"Based on the state each female legislator first represented, which state has the highest number of female legislators whose terms included December 31st at any point, and what is that count? Please provide the state's abbreviation.",azure/o3,,,,legislators;legislators_terms,legislators.gender;legislators.id_bioguide;legislators_terms.id_bioguide;legislators_terms.state;legislators_terms.term_end;legislators_terms.term_start,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:41:39,,,,,,
local170,"Identify the state abbreviations where, for both male and female legislators, the retention rate remains greater than zero at specific intervals of 0, 2, 4, 6, 8, and 10 years after their first term start date. A legislator is considered retained if they are serving on December 31 of the respective year. Only include states where both gender cohorts maintain non-zero retention rates at all six of these time points during the first decade of service.",azure/o3,,,,legislators;legislators_terms,legislators.gender;legislators.id_bioguide;legislators_terms.id_bioguide;legislators_terms.state;legislators_terms.term_end;legislators_terms.term_start,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:43:43,,,,,,
local193,"Could you find out the average percentage of the total lifetime sales (LTV) that occur in the first 7 and 30 days after a customer's initial purchase? Also, include the average total lifetime sales (LTV). Please exclude customers with zero lifetime sales. The 7- and 30-day periods should be based on the exact number of hours-minutes-seconds, not calendar days.",azure/o3,,,,payment,payment.amount;payment.customer_id;payment.payment_date,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:44:19,,,,,,
local194,"Please provide a list of the top three revenue-generating films for each actor, along with the average revenue per actor in those films, calculated by dividing the total film revenue equally among the actors for each film.",azure/o3,,,,actor;film;film_actor;inventory;payment;rental,actor.actor_id;actor.first_name;actor.last_name;film.film_id;film.title;film_actor.actor_id;film_actor.film_id;inventory.film_id;inventory.inventory_id;payment.amount;payment.rental_id;rental.inventory_id;rental.rental_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:45:13,,,,,,
local195,Please find out how widespread the appeal of our top five actors is. What percentage of our customers have rented films featuring these actors?,azure/o3,,,,actor;customer;film;film_actor;inventory;rental,actor.actor_id;actor.first_name;actor.last_name;customer.customer_id;film.film_id;film.title;film_actor.actor_id;film_actor.film_id;inventory.film_id;inventory.inventory_id;rental.customer_id;rental.inventory_id;rental.rental_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:45:53,,,,,,
local196,For each rating category of the first movie rented by customers—where the first movie is identified based on the earliest payment date per customer—please provide the average total amount spent per customer and the average number of subsequent rentals (calculated as the total number of rentals minus one) for customers whose first rented movie falls into that rating category.,azure/o3,,,,customer;film;inventory;payment;rental,customer.customer_id;film.film_id;film.rating;inventory.film_id;inventory.inventory_id;payment.amount;payment.customer_id;payment.payment_date;payment.rental_id;rental.customer_id;rental.inventory_id;rental.rental_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:46:45,,,,,,
local197,"Among our top 10 paying customers, can you identify the largest change in payment amounts from one month to the immediately following month? Specifically, please determine for which customer and during which month this maximum month-over-month difference occurred, and provide the difference rounded to two decimal places.",azure/o3,,,,customer;payment,customer.customer_id;customer.first_name;customer.last_name;payment.amount;payment.customer_id;payment.payment_date;payment.payment_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:47:33,,,,,,
local199,"Can you identify the year and month with the highest rental orders created by the store's staff for each store? Please list the store ID, the year, the month, and the total rentals for those dates.",azure/o3,,,,rental;staff,rental.rental_date;rental.staff_id;staff.staff_id;staff.store_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:48:12,,,,,,
