instance_id,user_query,model,examples_used,predicted_tables_and_columns,raw_output,predicted_tables_fq,predicted_columns_fq,example_selection,timestamp,eval_tables_precision,eval_tables_recall,eval_tables_f1,eval_columns_precision,eval_columns_recall,eval_columns_f1
local201,"Identify the first 10 words, sorted alphabetically, that are 4 to 5 characters long, start with 'r', and have at least one anagram of the same length, considering case-sensitive letters. Provide the count of such anagrams for each word.",azure/o3,,,,word_list,word_list.words,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:48:50,,,,,,
local202,"For alien data, how many of the top 10 states by alien population have a higher percentage of friendly aliens than hostile aliens, with an average alien age exceeding 200?",azure/o3,,,,alien_data,alien_data.age;alien_data.aggressive;alien_data.id;alien_data.state,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:49:24,,,,,,
local209,"In the dataset of orders joined with store information, which store has the highest total number of orders, and among that store’s orders, what is the ratio of orders that appear in the deliveries table with a 'DELIVERED' status to the total orders for that store?",azure/o3,,,,deliveries;orders;stores,deliveries.delivery_order_id;deliveries.delivery_status;orders.delivery_order_id;orders.order_id;orders.store_id;stores.store_id;stores.store_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:49:53,,,,,,
local210,Can you identify the hubs that saw more than a 20% increase in finished orders from February to March?,azure/o3,,,,hubs;orders;stores,hubs.hub_id;hubs.hub_name;orders.order_id;orders.order_moment_finished;orders.order_status;orders.store_id;stores.hub_id;stores.store_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:50:18,,,,,,
local212,Can you find 5 delivery drivers with the highest average number of daily deliveries?,azure/o3,,,,deliveries;drivers;orders,deliveries.delivery_order_id;deliveries.driver_id;drivers.driver_id;orders.delivery_order_id;orders.order_moment_created,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:50:36,,,,,,
local218,Can you calculate the median from the highest season goals of each team?,azure/o3,,,,Match;Team,Match.away_team_api_id;Match.away_team_goal;Match.home_team_api_id;Match.home_team_goal;Match.season;Team.team_api_id;Team.team_long_name;Team.team_short_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:51:06,,,,,,
local219,"In each league, considering all seasons, which single team has the fewest total match wins based on comparing home and away goals, including teams with zero wins, ensuring that if multiple teams tie for the fewest wins, only one team is returned for each league?",azure/o3,,,,League;Match;Team,League.id;League.name;Match.away_team_api_id;Match.away_team_goal;Match.home_team_api_id;Match.home_team_goal;Match.league_id;Team.team_api_id;Team.team_long_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:52:57,,,,,,
local221,Tell me top10 teams with the most wins across the league,azure/o3,,,,League;Match;Team,League.id;League.name;Match.away_team_api_id;Match.away_team_goal;Match.home_team_api_id;Match.home_team_goal;Match.league_id;Team.team_api_id;Team.team_long_name;Team.team_short_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:53:23,,,,,,
local220,"Which player has participated in the highest number of winning matches and which player has participated in the highest number of losing matches, considering only matches where they actually played (excluding null entries) and where their team won or lost (excluding draws)?",azure/o3,,,,Match;Player,Match.away_player_1;Match.away_player_2;Match.away_team_goal;Match.home_player_1;Match.home_player_2;Match.home_player_3;Match.home_team_goal;Match.id;Player.player_api_id;Player.player_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:54:46,,,,,,
local228,"For each IPL season, identify the top three batsmen with the highest total runs scored and the top three bowlers with the most wickets taken, excluding ‘run out’, ‘hit wicket’, and ‘retired hurt’ dismissals. In the event of ties in runs or wickets, break the tie using the smaller player ID. Then output these six players in matched positions—batsman 1 with bowler 1, batsman 2 with bowler 2, and batsman 3 with bowler 3—in ascending order of the season ID, along with each player’s total runs or wickets.",azure/o3,,,,ball_by_ball;batsman_scored;match;player;wicket_taken,ball_by_ball.ball_id;ball_by_ball.bowler;ball_by_ball.match_id;ball_by_ball.over_id;ball_by_ball.striker;batsman_scored.ball_id;batsman_scored.match_id;batsman_scored.over_id;batsman_scored.runs_scored;match.match_id;match.season_id;player.player_id;player.player_name;wicket_taken.ball_id;wicket_taken.kind_out;wicket_taken.match_id;wicket_taken.over_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:55:19,,,,,,
local229,"Find the IDs of players who scored the highest number of partnership runs for each match. The output should include the IDs of two players, each with their individual scores and the total partnership score. For each pair, the player with the higher individual score should be listed as player 1, and the player with the lower score as player 2. In cases where both players have the same score, the player with the higher ID should be player 1, and the player with the lower ID should be player 2. There can be multiple rows for a single match.",azure/o3,,,,ball_by_ball;batsman_scored;extra_runs;match,ball_by_ball.ball_id;ball_by_ball.innings_no;ball_by_ball.match_id;ball_by_ball.non_striker;ball_by_ball.over_id;ball_by_ball.striker;batsman_scored.ball_id;batsman_scored.match_id;batsman_scored.over_id;batsman_scored.runs_scored;extra_runs.ball_id;extra_runs.extra_runs;extra_runs.match_id;extra_runs.over_id;match.match_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:55:49,,,,,,
local244,"Calculate the duration of each track, classify them as short, medium, or long, output the minimum and maximum time for each kind (in minutes) and the total revenue for each category, group by the category.",azure/o3,,,,Invoice;InvoiceLine;Track,Invoice.InvoiceId;InvoiceLine.InvoiceId;InvoiceLine.Quantity;InvoiceLine.TrackId;InvoiceLine.UnitPrice;Track.Milliseconds;Track.TrackId,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:56:18,,,,,,
local253,"Using a Salary Dataset where the salary values need to be cleaned by removing non-numeric characters and converting them to a numeric type, write a detailed SQL query that identifies the top 5 companies by average salary in each of Mumbai, Pune, New Delhi, and Hyderabad, then compares each company’s average salary in those cities to the overall national average salary. The final result should display four columns: Location, Company Name, Average Salary in State, and Average Salary in Country, listing only the top 5 companies in each of the specified locations.",azure/o3,,,,SalaryDataset,SalaryDataset.CompanyName;SalaryDataset.Location;SalaryDataset.Salary,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:56:58,,,,,,
local258,"Calculate the total number of wickets taken by each bowler (excluding run-outs and other dismissals not attributed to the bowler), their economy rate (total runs conceded divided by total overs bowled, considering only runs scored off the bat and ignoring any extra runs like wides and no-balls), their strike rate (average number of balls bowled per wicket taken), and their best bowling performance in a single match (the match with the most wickets taken by the bowler, formatted as ""wickets-runs"" where runs are the runs conceded excluding extras).",azure/o3,,,,ball_by_ball;batsman_scored;extra_runs;player;wicket_taken,ball_by_ball.ball_id;ball_by_ball.bowler;ball_by_ball.innings_no;ball_by_ball.match_id;ball_by_ball.over_id;batsman_scored.ball_id;batsman_scored.innings_no;batsman_scored.match_id;batsman_scored.over_id;batsman_scored.runs_scored;extra_runs.ball_id;extra_runs.extra_type;extra_runs.innings_no;extra_runs.match_id;extra_runs.over_id;player.player_id;player.player_name;wicket_taken.ball_id;wicket_taken.innings_no;wicket_taken.kind_out;wicket_taken.match_id;wicket_taken.over_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:57:39,,,,,,
local259,"For each player, list their ID, name, their most frequent role across all matches, batting hand, bowling skill, total runs scored, total matches played, total times they were dismissed, batting average (total runs divided by total dismissals), highest score in a single match, the number of matches in which they scored at least 30 runs, at least 50 runs, and at least 100 runs, total balls faced in their career, strike rate (total runs divided by total balls faced, multiplied by 100), total wickets taken, economy rate (average runs conceded per over), and their best bowling performance in a single match (most wickets taken in a match, formatted as ""wickets taken-runs given"", where the best performance is the one with the most wickets, and if tied, the fewest runs conceded). Ignore the extra runs data.",azure/o3,,,,ball_by_ball;batsman_scored;player;player_match;wicket_taken,ball_by_ball.ball_id;ball_by_ball.bowler;ball_by_ball.innings_no;ball_by_ball.match_id;ball_by_ball.over_id;ball_by_ball.striker;batsman_scored.ball_id;batsman_scored.innings_no;batsman_scored.match_id;batsman_scored.over_id;batsman_scored.runs_scored;player.batting_hand;player.bowling_skill;player.player_id;player.player_name;player_match.match_id;player_match.player_id;player_match.role;wicket_taken.ball_id;wicket_taken.innings_no;wicket_taken.match_id;wicket_taken.over_id;wicket_taken.player_out,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:58:16,,,,,,
local262,"Which problems exceed the total number of times they appear in the solution table when counting all occurrences, across steps 1, 2, and 3, where any non-""Stack"" model's maximum test score is lower than the ""Stack"" model's test score for the same step and version?",azure/o3,,,,model_score;problem;solution,model_score.model;model_score.name;model_score.step;model_score.test_score;model_score.version;problem.name;solution.name;solution.version,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:58:51,,,,,,
local263,"Identify the L1_model associated with each model (specified by name and version) that occurs most frequently for each status ('strong' or 'soft'), along with the number of times it occurs. A model has a 'strong' status if, for any of its steps, the maximum test score among non-'Stack' models is less than the 'Stack' model's test score. It has a 'soft' status if the maximum test score among non-'Stack' models equals the 'Stack' model's test score. Count how many times each L1_model is associated with a 'strong' or 'soft' status across all models, and determine which L1_model has the highest occurrence for each status.",azure/o3,,,,model;model_score,model.L1_model;model.name;model.step;model.version;model_score.model;model_score.name;model_score.step;model_score.test_score;model_score.version,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:59:17,,,,,,
local264,"Which model category (L1_model) appears the most frequently across all steps and versions when comparing traditional models to the Stack model, and what is the total count of its occurrences?",azure/o3,,,,model,model.L1_model;model.step;model.version,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T14:59:41,,,,,,
local269,"What is the average total quantity across all final packaging combinations, considering only the leaf-level items within each combination after fully expanding any nested packaging relationships?",azure/o3,,,,packaging;packaging_relations,packaging.id;packaging.name;packaging_relations.contains_id;packaging_relations.packaging_id;packaging_relations.qty,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:01:15,,,,,,
local270,"Which top-level packaging containers, meaning those not contained within any other packaging, have any item for which the total quantity accumulated across all nested levels in the hierarchy exceeds 500, and what are the names of both these containers and the corresponding items?",azure/o3,,,,packaging;packaging_relations;products,packaging.id;packaging.name;packaging_relations.contains_id;packaging_relations.packaging_id;packaging_relations.qty;products.id;products.name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:02:54,,,,,,
local272,"For order 423, identify the product IDs, aisles, and positions from which to pick the exact quantities needed for each order line, ensuring that the total picked quantity for each product matches the cumulative quantities ordered without exceeding the available inventory in warehouse 1. Calculate the quantities to be picked from each location by prioritizing inventory with earlier purchased dates and smaller quantities, and ensure that picking respects the sequence and cumulative quantities of the order lines for products with multiple entries.",azure/o3,,,,inventory;locations;orderlines;orders;purchases,inventory.id;inventory.location_id;inventory.product_id;inventory.purchase_id;inventory.qty;locations.aisle;locations.id;locations.position;locations.warehouse;orderlines.id;orderlines.order_id;orderlines.product_id;orderlines.qty;orders.id;purchases.id;purchases.product_id;purchases.purchased;purchases.qty,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:04:10,,,,,,
local273,"Calculate the average pick percentage for each product name, using a first-in-first-out approach that selects from inventory locations based on the earliest purchase date and smallest available quantity, ensuring that the picked quantity reflects only the overlapping range between each order’s required quantity and the inventory’s available quantity, and then grouping and ordering the results by product name?",azure/o3,,,,inventory;locations;orderlines;orders;picking_line;picking_list;products;purchases,inventory.id;inventory.location_id;inventory.product_id;inventory.purchase_id;inventory.qty;locations.aisle;locations.id;locations.position;locations.warehouse;orderlines.id;orderlines.order_id;orderlines.product_id;orderlines.qty;orders.id;orders.ordered;picking_line.location_id;picking_line.order_id;picking_line.picklist_id;picking_line.product_id;picking_line.qty;picking_list.created;picking_list.id;products.id;products.name;purchases.id;purchases.product_id;purchases.purchased;purchases.qty,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:05:41,,,,,,
local274,"Which products were picked for order 421, and what is the average number of units picked for each product, using FIFO (First-In, First-Out) method?",azure/o3,,,,inventory;picking_line;products;purchases,inventory.product_id;inventory.purchase_id;inventory.qty;picking_line.order_id;picking_line.product_id;picking_line.qty;products.id;products.name;purchases.id;purchases.product_id;purchases.purchased,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:07:05,,,,,,
local275,"Based on monthly sales data starting in January 2016 and using a centered moving average to adjust for seasonality, which products had a seasonality-adjusted sales ratio that stayed consistently above 2 for every month in the year 2017?",azure/o3,,,,monthly_sales;products,monthly_sales.mth;monthly_sales.product_id;monthly_sales.qty;products.id;products.name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:08:13,,,,,,
local277,"What is the average forecasted annual sales for products 4160 and 7790 during 2018, using monthly sales data starting from January 2016 for the first 36 months, applying seasonality adjustments from time steps 7 through 30, and employing a weighted regression method to estimate sales?",azure/o3,,,,monthly_sales;products,monthly_sales.mth;monthly_sales.product_id;monthly_sales.qty;products.id;products.name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:09:39,,,,,,
local279,"Using a recursive monthly inventory adjustment model starting from December 2018 inventory levels, where we restock a product if its ending inventory drops below the minimum required level, determine for each product the month in 2019 where the absolute difference between its ending inventory and the minimum required level is the smallest, and return the product_id, that month, and the absolute difference.",azure/o3,,,,inventory;monthly_sales;product_minimums;products,inventory.product_id;inventory.qty;monthly_sales.mth;monthly_sales.product_id;monthly_sales.qty;product_minimums.product_id;product_minimums.qty_minimum;product_minimums.qty_purchase;products.id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:10:58,,,,,,
local283,"Analyze the soccer match dataset to determine the champion team for each season across all countries and leagues, awarding 3 points for every win, 1 point for every tie, and 0 points for every loss. For each season, return the champion’s team name, the league, the country, and the total points accumulated.",azure/o3,,,,Country;League;Match;Team,Country.id;Country.name;League.country_id;League.id;League.name;Match.away_team_api_id;Match.away_team_goal;Match.home_team_api_id;Match.home_team_goal;Match.league_id;Match.season;Team.team_api_id;Team.team_long_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:11:21,,,,,,
local284,"For veg whsle data, can you generate a summary of our items' loss rates? Include the average loss rate, and also break down the count of items that are below, above, and within one standard deviation from this average.",azure/o3,,,,veg_loss_rate_df,veg_loss_rate_df.item_code;veg_loss_rate_df.item_name;veg_loss_rate_df.loss_rate_%,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:12:52,,,,,,
local285,"For veg whsle data, can you analyze our financial performance over the years 2020 to 2023? I need insights into the average wholesale price, maximum wholesale price, minimum wholesale price, wholesale price difference, total wholesale price, total selling price, average loss rate, total loss, and profit for each category within each year. Round all calculated values to two decimal places.",azure/o3,,,,veg_cat;veg_loss_rate_df;veg_txn_df;veg_whsle_df,veg_cat.category_name;veg_cat.item_code;veg_loss_rate_df.item_code;veg_loss_rate_df.loss_rate_%;veg_txn_df.discount(%);veg_txn_df.item_code;veg_txn_df.qty_sold(kg);veg_txn_df.sale/return;veg_txn_df.txn_date;veg_txn_df.unit_selling_px_rmb/kg;veg_whsle_df.item_code;veg_whsle_df.whsle_date;veg_whsle_df.whsle_px_rmb-kg,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:13:44,,,,,,
local286,"Prepare a comprehensive performance report on our sellers, focusing on total sales, average item price, average review scores, and packing times. Ensure that the report includes only those sellers who have sold a quantity of more than 100 products and highlight the product category names in English with the highest sales volume.",azure/o3,,,,order_items;order_payments;order_reviews;orders;product_category_name_translation;products;sellers,order_items.order_id;order_items.price;order_items.product_id;order_items.seller_id;order_payments.order_id;order_payments.payment_value;order_reviews.order_id;order_reviews.review_score;orders.order_approved_at;orders.order_delivered_carrier_date;orders.order_id;orders.order_purchase_timestamp;orders.order_status;product_category_name_translation.product_category_name;product_category_name_translation.product_category_name_english;products.product_category_name;products.product_id;sellers.seller_city;sellers.seller_id;sellers.seller_state,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:14:26,,,,,,
local301,"For weekly-sales data, I need an analysis of our sales performance around mid-June for the years 2018, 2019, and 2020. Specifically, calculate the percentage change in sales between the four weeks leading up to June 15 and the four weeks following June 15 for each year.",azure/o3,,,,cleaned_weekly_sales,cleaned_weekly_sales.calendar_year;cleaned_weekly_sales.month_number;cleaned_weekly_sales.sales;cleaned_weekly_sales.week_date,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:15:06,,,,,,
local302,"Analyze the average percentage change in sales between the 12 weeks before and after June 15, 2020, for each attribute type: region, platform, age band, demographic, and customer type. For each attribute type, calculate the average percentage change in sales across all its attribute values. Identify the attribute type with the highest negative impact on sales and provide its average percentage change in sales.",azure/o3,,,,cleaned_weekly_sales,cleaned_weekly_sales.age_band;cleaned_weekly_sales.customer_type;cleaned_weekly_sales.demographic;cleaned_weekly_sales.platform;cleaned_weekly_sales.region;cleaned_weekly_sales.sales;cleaned_weekly_sales.week_date,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:15:56,,,,,,
local329,"How many unique sessions visited the /regist/input page and then the /regist/confirm page, in that order?",azure/o3,,,,action_log_with_noise;activity_log;form_log;read_log,action_log_with_noise.session;action_log_with_noise.stamp;action_log_with_noise.url;activity_log.path;activity_log.session;activity_log.stamp;form_log.path;form_log.session;form_log.stamp;read_log.session;read_log.stamp;read_log.url,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:16:44,,,,,,
local330,"Using the activity log table, compute the total number of unique user sessions where each web page appears as either a landing page (the first page visited in a session based on timestamp) or an exit page (the last page visited in a session based on timestamp), or both. Count each session only once per page even if the page serves as both landing and exit for that session. ",azure/o3,,,,activity_log,activity_log.action;activity_log.path;activity_log.session;activity_log.stamp,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:17:24,,,,,,
local331,"Which three distinct third-page visits are most frequently observed immediately after two consecutive visits to the '/detail' page, and how many times does each third-page visit occur?",azure/o3,,,,access_log;action_log;activity_log;read_log,access_log.action;access_log.session;access_log.stamp;action_log.action;action_log.session;action_log.stamp;activity_log.path;activity_log.session;activity_log.stamp;read_log.session;read_log.stamp;read_log.url,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:18:16,,,,,,
local358,"How many users are there in each age category (20s, 30s, 40s, 50s, and others)?",azure/o3,,,,mst_users,mst_users.birth_date;mst_users.user_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:18:57,,,,,,
local360,"For each user session in the activity log table, identify the number of events that occurred before the first '/detail' click or '/complete' conversion, counting only events that have a non-empty search type. Find the sessions with the minimum count of such pre-click/pre-conversion events. If multiple sessions share this minimum count, include all of them in the results. Return each qualifying session along with the corresponding path and search type.",azure/o3,,,,activity_log,activity_log.action;activity_log.path;activity_log.search_type;activity_log.session;activity_log.stamp,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:19:44,,,,,,
local344,"Considering all races where pit stop data is available, and focusing on instances when a driver was not behind another car on the previous lap but is behind on the current lap (accounting for retirements, pit-stop entries, pit-stop exits, and race starts), how many times has each type of overtake occurred in Formula 1?",azure/o3,,,,drivers;lap_positions;pit_stops;races;races_ext;results;retirements;status,drivers.code;drivers.driver_id;drivers.forename;drivers.surname;lap_positions.driver_id;lap_positions.lap;lap_positions.lap_type;lap_positions.position;lap_positions.race_id;pit_stops.driver_id;pit_stops.lap;pit_stops.race_id;pit_stops.stop;races.race_id;races.round;races.year;races_ext.is_pit_data_available;races_ext.race_id;results.driver_id;results.grid;results.race_id;results.status_id;retirements.driver_id;retirements.lap;retirements.race_id;retirements.retirement_type;status.status;status.status_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:21:01,,,,,,
local336,"In the first five laps of the race, how many overtakes occurred in each category—retirements, pit stops, start-related overtakes, and standard on-track passes?",azure/o3,,,,lap_positions;pit_stops;races;results;retirements;status,lap_positions.driver_id;lap_positions.lap;lap_positions.position;lap_positions.race_id;pit_stops.driver_id;pit_stops.lap;pit_stops.race_id;pit_stops.stop;races.date;races.name;races.race_id;races.round;races.year;results.driver_id;results.grid;results.race_id;results.status_id;retirements.driver_id;retirements.lap;retirements.race_id;status.status;status.status_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:22:15,,,,,,
local335,"In Formula 1 seasons since 2001, considering only drivers who scored points in a season, which five constructors have had the most seasons where their drivers scored the fewest total points among all point-scoring drivers in that season?",azure/o3,,,,constructors;driver_standings;drives;races,constructors.constructor_id;constructors.name;driver_standings.driver_id;driver_standings.points;driver_standings.position;driver_standings.race_id;drives.constructor_id;drives.driver_id;drives.first_round;drives.last_round;drives.year;races.race_id;races.round;races.year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:23:29,,,,,,
local309,"For each year, which driver and which constructor scored the most points? I want the full name of each driver.",azure/o3,,,,constructor_standings;constructors;driver_standings;drivers_ext;races,constructor_standings.constructor_id;constructor_standings.points;constructor_standings.position;constructor_standings.race_id;constructors.constructor_id;constructors.name;driver_standings.driver_id;driver_standings.points;driver_standings.position;driver_standings.race_id;drivers_ext.driver_id;drivers_ext.full_name;races.race_id;races.round;races.year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:24:29,,,,,,
local310,"Using only the data from the ‘results’ table, find the three years in which the sum of the highest total points earned by any driver and the highest total points earned by any constructor in that year (both calculated by summing up points from the ‘results’ table) is smallest, and list those three years in order of ascending total.",azure/o3,,,,races;results,races.race_id;races.year;results.constructor_id;results.driver_id;results.points;results.race_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:25:35,,,,,,
local311,"Which constructors had the top 3 combined points from their best driver and team, and in which years did they achieve them?",azure/o3,,,,constructor_standings;constructors;driver_standings;drives;races,constructor_standings.constructor_id;constructor_standings.points;constructor_standings.race_id;constructors.constructor_id;constructors.name;driver_standings.driver_id;driver_standings.points;driver_standings.race_id;drives.constructor_id;drives.driver_id;drives.year;races.race_id;races.round;races.year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:26:52,,,,,,
local354,"Among Formula 1 drivers who raced during the 1950s, which drivers completed a season in that decade with the same constructor in both the first and the last race they participated in, while also taking part in at least two distinct race rounds during that season?",azure/o3,,,,constructors;drivers;drives,constructors.constructor_id;constructors.name;drivers.driver_id;drivers.forename;drivers.surname;drives.constructor_id;drives.driver_id;drives.first_round;drives.is_final_drive_of_season;drives.is_first_drive_of_season;drives.last_round;drives.year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:28:20,,,,,,
local355,"Calculate the overall average first round and average last round of races missed by Formula 1 drivers across all years. Include only drivers who missed fewer than three races in a given year and who switched teams between their appearances immediately before and after their hiatus (i.e., the constructor ID for the race right before their first missed race must be different from the constructor ID for the race right after their last missed race in that year). Do not group results by year; return just the overall averages across the entire dataset.",azure/o3,,,,drives,drives.constructor_id;drives.drive_id;drives.driver_id;drives.first_round;drives.last_round;drives.year,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:29:50,,,,,,
local356,"Provide the full names of drivers who have been overtaken on track more times than they have overtaken others on track during race laps, excluding position changes due to pit stops (both at pit entry and exit), retirements, or position changes that occurred during the first lap of a race (considered as start movements).",azure/o3,,,,drivers_ext;lap_positions;pit_stops;retirements,drivers_ext.driver_id;drivers_ext.full_name;lap_positions.driver_id;lap_positions.lap;lap_positions.position;lap_positions.race_id;pit_stops.driver_id;pit_stops.lap;pit_stops.race_id;retirements.driver_id;retirements.lap;retirements.race_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-17T15:31:03,,,,,,
